,District,1. Population (female) age 6+ years who ever attended school (%),4. Sex ratio at birth for children born in the last five years (females per 1000 males),7. Households with an improved drinking-water source1 (%),8. Households using improved sanitation facility2 (%),9. Households using clean fuel for cooking3 (%),10. Households using iodized salt (%),12. Women who are literate (%),13. Men who are literate (%),14. Women with 10 or more years of schooling (%),15. Women age 20-24 years married before age 18 years (%),19. Any modern method (%),25. Total unmet need (%),30. Mothers who had at least 4 antenatal care visits (%),32. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),40. Institutional births (%),47. Children age 12-23 months fully immunized (BCG measles and 3 doses each of polio/DPT) (%),53. Children age 9-59 months who received a vitamin A dose in last 6 months (%),62. Children under age 3 years breastfed within one hour of birth8 (%),65. Breastfeeding children age 6-23 months receiving an adequate diet9 10 (%),67. Total children age 6-23 months receiving an adequate diet9 10 (%),68. Children under 5 years who are stunted11 (%),72. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2) (%),73. Men whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2) (%),74. Women who are overweight or obese (BMI >=25.0 kg/m2) (%),75. Men who are overweight or obese (BMI >=25.0 kg/m2) (%),76. Children age 6-59 months who are anaemic (<11.0 g/dl) (%),79. All women age 15-49 years who are anaemic (%),80. Men age 15-49 years who are anaemic (<13.0 g/dl) (%),State,Region,Zone
1378,Banda,medium,low,high,low,low,high,medium,high,low,low,medium,low,low,low,high,medium,low,medium,low,low,medium,medium,medium,low,low,medium,medium,medium,UP,Rural,Central Zone
1381,Chitrakoot,medium,low,high,low,low,medium,medium,medium,low,medium,medium,medium,low,low,high,high,medium,low,medium,medium,high,high,high,low,low,high,high,medium,UP,Rural,Central Zone
1384,Fatehpur,medium,low,high,low,low,high,medium,medium,medium,low,low,medium,low,low,medium,medium,low,low,low,low,high,medium,medium,low,low,medium,medium,medium,UP,Rural,Central Zone
1387,Pratapgarh,medium,low,high,low,low,high,medium,high,medium,low,low,medium,low,low,high,medium,medium,low,low,low,medium,medium,medium,low,low,medium,medium,medium,UP,Rural,Central Zone
1390,Kaushambi,low,medium,high,low,low,high,low,medium,low,low,low,high,low,low,high,medium,medium,low,low,low,high,medium,medium,low,low,high,medium,medium,UP,Rural,Central Zone
1393,Allahabad,medium,medium,high,low,low,high,medium,medium,medium,low,medium,high,low,low,high,medium,medium,low,low,low,high,medium,high,low,low,medium,medium,medium,UP,Rural,Central Zone
1396,Bara Banki,medium,medium,high,low,low,high,medium,low,low,medium,low,medium,low,low,medium,medium,medium,low,low,low,high,medium,medium,low,low,medium,medium,low,UP,Rural,Central Zone
1399,Faizabad,medium,low,high,low,low,high,medium,medium,medium,medium,low,high,low,low,high,medium,medium,low,low,low,high,medium,medium,low,low,medium,high,medium,UP,Rural,Central Zone
1402,Ambedkar Nagar,medium,low,high,low,low,high,medium,high,medium,low,low,medium,medium,low,high,medium,medium,low,low,low,medium,medium,medium,low,low,medium,medium,medium,UP,Rural,Central Zone
1405,Sultanpur,medium,low,high,low,low,high,medium,medium,medium,low,low,medium,low,low,high,medium,medium,low,low,low,medium,medium,medium,low,low,high,medium,medium,UP,Rural,Central Zone
1408,Bahraich,low,medium,high,low,low,medium,low,medium,low,medium,low,high,low,low,low,low,low,low,low,low,high,high,medium,low,low,high,medium,medium,UP,Rural,Central Zone
1411,Shrawasti,low,low,high,low,low,medium,low,low,low,high,low,high,low,low,medium,low,low,low,low,low,high,medium,medium,low,low,high,medium,medium,UP,Rural,Central Zone
1414,Balrampur,low,low,high,low,low,medium,low,medium,low,medium,low,high,low,low,low,low,low,low,low,low,high,medium,medium,low,low,high,medium,medium,UP,Rural,Central Zone
1417,Gonda,low,medium,high,low,low,high,low,medium,low,high,low,high,low,low,medium,medium,medium,low,low,low,high,medium,medium,low,low,high,medium,medium,UP,Rural,Central Zone
1420,Siddharthnagar,medium,low,high,low,low,high,low,medium,low,high,low,high,low,low,medium,low,medium,low,low,low,high,medium,high,low,low,high,medium,high,UP,Rural,Central Zone
1423,Basti,medium,low,high,low,low,high,medium,medium,low,medium,low,high,low,low,high,medium,medium,low,low,low,high,medium,medium,low,low,high,medium,medium,UP,Rural,Central Zone
1426,Sant Kabir Nagar,medium,low,high,low,low,medium,medium,medium,low,medium,low,high,low,low,medium,medium,medium,low,low,low,high,medium,medium,low,low,high,medium,medium,UP,Rural,Central Zone
1429,Mahrajganj,low,low,high,low,low,high,low,medium,low,high,low,medium,low,low,medium,medium,medium,low,low,low,high,medium,medium,low,low,medium,medium,medium,UP,Rural,Central Zone
1432,Gorakhpur,medium,medium,high,low,low,high,medium,high,medium,medium,medium,high,low,low,high,medium,medium,low,low,low,medium,medium,medium,low,medium,medium,medium,low,UP,Rural,Central Zone
1435,Kushinagar,medium,low,high,low,low,high,medium,high,low,medium,low,medium,low,low,high,medium,medium,low,low,low,medium,medium,medium,low,low,medium,medium,medium,UP,Rural,Central Zone
1438,Deoria,medium,medium,high,low,low,high,medium,high,medium,medium,low,high,low,low,high,medium,medium,low,low,low,medium,medium,medium,low,low,high,medium,medium,UP,Rural,Central Zone
1441,Azamgarh,medium,medium,high,low,low,high,medium,high,medium,low,low,high,low,low,high,low,medium,low,low,low,medium,medium,medium,low,low,medium,medium,medium,UP,Rural,Central Zone
1444,Mau,medium,low,high,low,low,high,medium,high,medium,low,low,medium,medium,low,high,medium,low,low,low,low,medium,medium,high,low,low,medium,medium,medium,UP,Rural,Central Zone
1447,Ballia,medium,low,high,low,low,high,medium,high,medium,low,low,medium,medium,low,high,medium,low,low,low,low,medium,medium,medium,low,low,medium,medium,medium,UP,Rural,Central Zone
1450,Jaunpur,medium,low,high,low,low,high,medium,high,medium,low,low,high,low,low,high,medium,medium,low,low,low,high,medium,medium,low,low,medium,medium,medium,UP,Rural,Central Zone
1453,Ghazipur,medium,medium,high,low,low,high,medium,high,medium,medium,low,medium,low,low,high,medium,medium,low,low,low,medium,medium,medium,low,low,high,high,medium,UP,Rural,Central Zone
1456,Chandauli,medium,low,high,low,low,high,medium,high,medium,medium,medium,medium,low,low,high,medium,medium,low,low,low,medium,medium,medium,low,low,high,high,high,UP,Rural,Central Zone
1458,Varanasi,high,medium,high,high,high,high,high,high,medium,low,medium,medium,medium,low,high,medium,low,low,low,low,medium,medium,medium,medium,low,medium,medium,low,UP,Urban,Central Zone
1459,Varanasi,medium,medium,high,low,low,high,medium,high,medium,medium,medium,medium,low,low,high,medium,medium,low,low,low,high,medium,low,low,low,medium,medium,low,UP,Rural,Central Zone
1462,Sant Ravidas Nagar,medium,medium,high,low,low,high,medium,high,medium,medium,medium,medium,medium,low,high,medium,low,low,low,low,high,medium,medium,low,low,medium,medium,medium,UP,Rural,Central Zone
1465,Mirzapur,medium,medium,high,low,low,high,medium,medium,medium,medium,medium,medium,low,low,high,medium,medium,low,low,low,high,medium,medium,low,low,medium,medium,medium,UP,Rural,Central Zone
1468,Sonbhadra,medium,medium,high,low,low,high,medium,high,low,medium,medium,medium,low,low,medium,low,medium,medium,low,low,medium,medium,medium,low,low,medium,high,high,UP,Rural,Central Zone
1471,Etah,medium,low,high,low,low,high,medium,high,low,medium,low,medium,low,low,medium,medium,low,low,low,low,high,medium,medium,low,low,medium,medium,low,UP,Rural,Central Zone
1474,Kanshiram Nagar,medium,low,high,low,low,high,low,medium,low,medium,low,medium,low,low,medium,medium,low,low,low,low,high,medium,medium,low,low,medium,low,medium,UP,Rural,Central Zone
1476,Uttarkashi,medium,low,medium,medium,low,high,medium,high,medium,low,high,low,low,medium,medium,high,low,low,low,low,medium,low,low,low,low,high,medium,medium,UT,Rural,Central Zone
1478,Chamoli,medium,medium,high,medium,low,medium,high,high,medium,low,high,medium,low,low,medium,medium,medium,medium,low,low,medium,low,medium,low,low,medium,medium,low,UT,Rural,Central Zone
1480,Rudraprayag,medium,low,high,medium,low,medium,high,high,medium,low,high,low,low,low,medium,high,medium,medium,low,low,low,low,medium,low,low,medium,medium,low,UT,Rural,Central Zone
1482,Tehri Garhwal,medium,low,medium,medium,low,high,medium,high,medium,low,high,medium,low,low,medium,medium,low,low,low,low,medium,medium,medium,low,low,medium,medium,low,UT,Rural,Central Zone
1484,Dehradun,high,low,high,high,high,high,high,high,high,low,medium,low,medium,low,high,medium,low,low,low,low,low,low,low,medium,medium,medium,medium,low,UT,Urban,Central Zone
1485,Dehradun,medium,low,high,high,high,high,high,high,medium,low,medium,medium,medium,medium,high,high,low,low,medium,low,medium,low,low,medium,medium,medium,medium,low,UT,Rural,Central Zone
1487,Garhwal,medium,low,high,medium,low,high,high,high,medium,low,high,medium,low,low,high,medium,medium,low,low,low,low,low,medium,low,low,medium,medium,low,UT,Rural,Central Zone
1489,Pithoragarh,medium,low,high,medium,low,high,high,high,medium,medium,high,low,low,low,high,high,medium,low,medium,low,medium,low,low,low,low,medium,medium,low,UT,Rural,Central Zone
1491,Bageshwar,medium,low,high,medium,low,high,high,high,medium,low,high,medium,low,low,medium,medium,low,low,low,low,low,medium,low,low,low,medium,medium,low,UT,Rural,Central Zone
1493,Almora,medium,medium,high,medium,low,medium,high,high,medium,low,medium,medium,low,medium,medium,medium,medium,low,low,low,medium,medium,medium,low,low,medium,low,medium,UT,Rural,Central Zone
1495,Champawat,medium,medium,high,medium,low,high,medium,high,medium,low,high,medium,low,low,high,high,low,low,low,low,medium,medium,medium,low,medium,medium,low,low,UT,Rural,Central Zone
1497,Nainital,high,low,high,high,high,high,high,high,high,low,medium,medium,medium,medium,high,medium,medium,low,medium,medium,low,low,low,medium,medium,medium,medium,low,UT,Urban,Central Zone
1498,Nainital,high,low,high,medium,medium,high,high,high,medium,low,medium,medium,low,medium,medium,medium,medium,low,low,low,medium,low,medium,medium,medium,medium,medium,low,UT,Rural,Central Zone
1500,Udham Singh Nagar,medium,medium,high,medium,high,high,medium,medium,medium,low,medium,medium,low,low,high,medium,low,low,low,medium,medium,low,low,medium,medium,high,medium,medium,UT,Urban,Central Zone
1501,Udham Singh Nagar,medium,medium,high,medium,medium,high,medium,high,medium,low,medium,medium,low,low,medium,medium,medium,low,low,low,medium,medium,medium,medium,low,medium,medium,low,UT,Rural,Central Zone
1503,Hardwar,medium,low,high,medium,high,high,medium,high,medium,low,medium,medium,medium,low,high,medium,low,low,low,low,medium,low,low,medium,medium,high,medium,low,UT,Urban,Central Zone
1504,Hardwar,medium,medium,high,medium,low,high,medium,high,low,low,medium,medium,low,low,medium,medium,low,low,low,low,medium,medium,medium,medium,low,high,high,medium,UT,Rural,Central Zone
1507,Darjiling,medium,medium,medium,medium,medium,high,medium,high,low,low,high,low,high,medium,high,high,medium,medium,low,low,low,low,low,medium,medium,medium,medium,low,WB,Rural,Eastern Zone
1509,Jalpaiguri,medium,medium,high,medium,low,high,medium,medium,low,medium,medium,low,high,low,high,high,high,medium,medium,low,medium,medium,medium,low,low,high,high,high,WB,Rural,Eastern Zone
1511,Koch Bihar,medium,medium,high,medium,low,high,medium,medium,low,medium,high,low,high,low,high,high,high,medium,medium,medium,medium,medium,medium,low,low,medium,high,high,WB,Rural,Eastern Zone
1513,Uttar Dinajpur,medium,low,high,low,low,high,low,low,low,medium,medium,medium,medium,low,medium,high,medium,medium,medium,medium,medium,medium,medium,low,low,medium,high,high,WB,Rural,Eastern Zone
1515,Dakshin Dinajpur,medium,medium,high,medium,low,high,medium,medium,low,medium,medium,low,high,medium,high,high,high,medium,medium,low,medium,medium,low,low,low,high,high,high,WB,Rural,Eastern Zone
1517,Maldah,medium,low,high,medium,low,high,medium,medium,low,high,medium,medium,medium,low,medium,high,medium,medium,low,low,medium,medium,medium,low,low,medium,high,medium,WB,Rural,Eastern Zone
1519,Murshidabad,medium,medium,high,medium,low,high,medium,high,low,high,high,low,high,low,medium,high,medium,medium,low,low,medium,medium,medium,low,low,medium,medium,medium,WB,Rural,Eastern Zone
1521,Birbhum,medium,low,high,low,low,high,medium,high,low,high,high,low,high,low,high,high,high,medium,high,high,medium,medium,high,low,low,medium,high,medium,WB,Rural,Eastern Zone
1523,Barddhaman,medium,medium,high,medium,medium,high,medium,medium,medium,medium,medium,low,high,medium,high,high,medium,medium,high,medium,low,medium,medium,medium,medium,medium,high,medium,WB,Urban,Eastern Zone
1524,Barddhaman,medium,medium,high,medium,low,high,medium,medium,low,high,high,low,high,medium,high,high,medium,medium,low,low,medium,medium,medium,low,low,medium,high,medium,WB,Rural,Eastern Zone
1526,Nadia,medium,low,high,medium,low,high,medium,medium,low,medium,high,low,high,medium,high,high,high,medium,high,high,low,low,medium,medium,low,medium,medium,medium,WB,Rural,Eastern Zone
1532,Hugli,medium,medium,high,medium,low,high,medium,high,low,medium,high,low,high,medium,high,high,high,medium,medium,medium,medium,low,low,medium,low,medium,high,medium,WB,Rural,Eastern Zone
1534,Bankura,medium,medium,high,low,low,high,medium,high,low,medium,high,low,high,medium,high,high,high,medium,medium,medium,medium,medium,medium,low,low,medium,high,medium,WB,Rural,Eastern Zone
1536,Puruliya,low,medium,high,low,low,high,medium,medium,low,medium,medium,low,high,medium,high,high,high,medium,medium,medium,medium,high,medium,low,low,high,high,high,WB,Rural,Eastern Zone
1538,Haora,high,medium,high,medium,medium,high,high,high,medium,low,medium,low,high,medium,high,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium,medium,WB,Urban,Eastern Zone
1539,Haora,high,low,high,medium,low,high,high,high,low,medium,high,low,high,medium,high,high,high,low,medium,low,medium,medium,low,medium,low,medium,high,medium,WB,Rural,Eastern Zone
1541,Kolkata,high,medium,high,medium,high,high,high,high,medium,low,high,low,high,medium,high,medium,medium,medium,low,low,low,low,medium,high,high,high,medium,medium,WB,Urban,Eastern Zone
1543,South Twenty Four Parganas,medium,medium,high,medium,low,high,medium,medium,low,high,high,low,high,low,medium,high,high,medium,medium,medium,low,medium,medium,medium,low,high,high,medium,WB,Rural,Eastern Zone
1545,Paschim Medinipur,medium,low,high,medium,low,high,medium,high,low,high,high,low,high,low,high,high,high,medium,high,high,medium,medium,medium,low,low,medium,high,medium,WB,Rural,Eastern Zone
1547,Purba Medinipur,high,medium,high,medium,low,medium,high,high,low,medium,high,low,high,medium,high,high,high,low,medium,medium,medium,medium,low,medium,medium,medium,high,medium,WB,Rural,Eastern Zone
