,District,Households surveyed,Women age 15-49 years interviewed,Men age 15-49 years interviewed,1. Population (female) age 6+ years who ever attended school (%),3. Sex ratio of the total population (females per 1000 males),4. Sex ratio at birth for children born in the last five years (females per 1000 males),8. Households using improved sanitation facility2 (%),9. Households using clean fuel for cooking3 (%),12. Women who are literate (%),13. Men who are literate (%),14. Women with 10 or more years of schooling (%),15. Women age 20-24 years married before age 18 years (%),19. Any modern method (%),29. Mothers who had antenatal check-up in the first trimester (%),30. Mothers who had at least 4 antenatal care visits (%),31. Mothers whose last birth was protected against neonatal tetanus6 (%),32. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),33. Mothers who had full antenatal care7 (%),35. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),39. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),40. Institutional births (%),42. Home delivery conducted by skilled health personnel (out of total deliveries) (%),47. Children age 12-23 months fully immunized (BCG measles and 3 doses each of polio/DPT) (%),53. Children age 9-59 months who received a vitamin A dose in last 6 months (%),62. Children under age 3 years breastfed within one hour of birth8 (%),65. Breastfeeding children age 6-23 months receiving an adequate diet9 10 (%),67. Total children age 6-23 months receiving an adequate diet9 10 (%),68. Children under 5 years who are stunted11 (%),72. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2) (%),76. Children age 6-59 months who are anaemic (<11.0 g/dl) (%),79. All women age 15-49 years who are anaemic (%),91. Cervix (%),92. Breast (%),93. Oral cavity (%),State,Region,Zone
1107,Khargone (West Nimar),792.0,1149.0,169.0,56.6,969.0,1002.0,23.9,21.7,48.3,80.6,12.4,27.7,71.6,60.7,34.9,94.0,22.1,10.3,53.1,16.9,70.7,2.6,62.7,79.9,20.0,5.5,6.5,49.3,39.4,77.5,57.9,52.8,24.9,28.5,MP,Rural,Central Zone
1109,Barwani,792.0,1123.0,139.0,45.4,998.0,849.0,11.3,9.8,32.5,47.2,7.2,50.3,50.4,36.6,22.8,69.9,17.7,6.7,38.5,19.4,45.9,3.1,38.3,49.0,34.9,3.2,3.4,54.5,45.2,83.1,66.2,18.8,7.8,11.5,MP,Rural,Central Zone
1111,Rajgarh,771.0,819.0,116.0,50.8,956.0,1053.0,10.1,6.7,45.9,75.5,12.8,41.8,51.7,53.4,33.7,90.8,15.8,4.6,50.1,12.2,86.6,3.7,41.6,46.2,34.1,0.0,0.0,39.7,38.4,63.7,50.1,16.7,3.1,5.0,MP,Rural,Central Zone
1113,Vidisha,693.0,709.0,117.0,62.7,909.0,1023.0,16.1,6.9,53.9,75.7,10.2,44.7,23.6,26.9,17.0,83.4,14.7,5.4,30.0,5.2,67.7,0.9,38.9,41.1,47.0,9.0,7.2,43.7,26.4,68.9,42.4,7.3,4.3,7.5,MP,Rural,Central Zone
1115,Bhopal,745.0,878.0,135.0,80.8,897.0,879.0,70.3,86.5,79.9,95.5,48.6,11.2,51.0,78.9,57.3,96.1,37.8,24.2,63.2,16.6,94.2,2.3,62.5,54.6,14.6,7.0,6.7,47.9,18.4,78.1,47.6,45.9,10.6,19.7,MP,Urban,Central Zone
1117,Sehore,747.0,854.0,135.0,54.8,926.0,900.0,37.3,12.4,54.4,84.3,16.6,39.5,55.4,64.2,38.0,96.2,20.2,7.5,67.8,18.6,86.7,2.3,55.0,61.3,31.0,7.5,6.6,33.0,27.1,67.6,47.2,35.2,12.3,14.7,MP,Rural,Central Zone
1119,Raisen,725.0,887.0,140.0,65.2,891.0,922.0,29.1,10.3,57.2,79.9,14.1,32.9,64.8,65.1,51.4,95.2,20.0,13.4,57.4,19.6,80.7,2.3,76.1,73.4,41.7,4.4,4.1,47.6,32.1,69.9,50.9,51.7,20.4,21.5,MP,Rural,Central Zone
1121,Betul,700.0,845.0,118.0,64.4,994.0,870.0,17.7,12.3,63.4,75.7,24.0,15.1,60.9,57.6,32.8,93.3,23.6,11.9,51.1,27.0,71.6,2.6,68.3,67.9,47.6,6.4,5.9,37.4,30.4,61.4,55.6,4.7,2.2,3.0,MP,Rural,Central Zone
1123,Harda,749.0,966.0,152.0,59.9,924.0,764.0,45.2,16.4,53.5,73.0,9.7,27.3,47.5,52.2,35.7,90.7,17.7,8.6,62.0,24.8,75.8,1.3,45.8,69.3,27.0,0.9,1.8,42.6,24.1,68.2,50.8,33.5,11.1,19.2,MP,Rural,Central Zone
1125,Hoshangabad,953.0,1244.0,193.0,81.8,953.0,1070.0,73.7,75.8,81.8,92.0,49.7,13.4,42.3,50.4,51.4,97.9,37.7,24.8,80.7,23.7,98.0,1.4,58.1,75.6,24.9,3.5,3.6,30.4,18.0,66.7,52.8,39.1,14.8,20.3,MP,Urban,Central Zone
1126,Hoshangabad,949.0,1191.0,170.0,65.5,918.0,926.0,33.6,15.0,61.6,87.4,17.6,20.6,53.0,56.9,44.5,94.4,22.8,9.7,71.2,17.9,86.0,2.6,46.6,67.4,40.5,1.2,1.0,39.3,25.5,67.4,57.2,40.1,13.8,17.6,MP,Rural,Central Zone
1128,Katni,724.0,848.0,125.0,64.5,994.0,1223.0,12.8,5.5,60.5,79.7,15.0,29.9,46.3,35.5,29.8,91.3,25.7,8.8,56.9,15.9,75.6,5.4,45.7,71.0,48.0,16.6,16.4,48.9,29.4,67.0,53.1,5.2,8.2,8.0,MP,Rural,Central Zone
1130,Jabalpur,888.0,1090.0,148.0,84.2,957.0,848.0,67.4,77.5,83.6,91.3,51.0,7.3,53.4,65.4,65.9,96.2,49.7,39.4,66.7,19.0,92.3,1.6,61.8,67.0,46.0,7.1,6.4,28.1,18.5,56.3,45.7,7.4,5.8,6.1,MP,Urban,Central Zone
1131,Jabalpur,911.0,1016.0,161.0,66.8,952.0,1009.0,21.6,10.8,59.9,83.4,18.1,24.1,71.1,53.2,48.1,90.5,36.1,20.5,56.9,23.6,84.2,0.8,73.6,70.6,52.5,6.9,5.7,44.8,30.0,62.7,55.0,3.4,3.5,5.1,MP,Rural,Central Zone
1133,Narsimhapur,747.0,891.0,139.0,67.5,903.0,874.0,31.7,8.1,61.2,84.8,18.9,32.1,48.4,41.2,30.8,82.6,28.9,11.3,52.0,14.3,83.3,2.9,48.5,62.5,28.8,8.7,8.0,36.8,28.4,67.9,48.5,9.1,6.9,8.0,MP,Rural,Central Zone
1135,Dindori,863.0,994.0,129.0,58.4,1012.0,891.0,5.0,1.9,49.5,78.2,11.9,36.1,64.2,44.3,22.0,88.6,16.8,3.6,44.1,14.7,54.7,4.2,48.5,59.6,38.0,2.0,1.9,46.9,36.2,66.6,67.5,1.7,4.6,4.6,MP,Rural,Central Zone
1137,Mandla,782.0,846.0,137.0,60.4,1065.0,957.0,7.9,6.3,52.7,76.9,12.4,30.5,66.2,53.2,40.0,89.7,23.9,11.4,48.1,20.9,54.5,5.5,51.0,66.6,53.6,3.7,3.6,39.4,36.8,71.4,74.4,1.4,3.4,2.8,MP,Rural,Central Zone
1139,Chhindwara,677.0,881.0,126.0,62.6,945.0,917.0,23.6,9.8,61.2,77.5,21.8,19.6,65.6,54.4,37.4,91.9,36.7,17.9,51.3,25.9,83.4,1.8,57.5,68.3,36.9,11.8,10.3,37.1,31.7,68.8,52.2,5.8,3.2,3.4,MP,Rural,Central Zone
1141,Seoni,795.0,979.0,134.0,66.1,1040.0,956.0,17.1,8.2,59.7,71.8,17.7,17.8,71.1,53.5,40.5,97.0,39.9,19.2,55.8,23.6,84.1,1.8,52.9,67.6,46.9,12.1,11.6,33.6,33.4,63.0,57.7,9.1,3.7,3.7,MP,Rural,Central Zone
1143,Balaghat,764.0,909.0,111.0,72.1,1073.0,1046.0,22.0,7.6,70.8,82.2,23.4,9.7,57.2,61.2,37.1,95.0,34.5,16.9,51.0,15.9,82.1,4.3,60.7,61.0,52.3,4.6,4.4,33.4,44.9,70.4,70.0,8.9,4.1,7.9,MP,Rural,Central Zone
1145,Guna,704.0,913.0,153.0,52.6,912.0,1006.0,15.6,6.6,36.1,74.1,9.7,35.8,59.0,58.0,31.4,94.9,20.0,8.6,54.3,15.3,87.6,1.4,61.3,57.6,45.1,1.7,3.2,42.7,37.2,68.0,45.0,55.0,27.3,17.3,MP,Rural,Central Zone
1147,Ashoknagar,769.0,882.0,163.0,56.0,877.0,938.0,12.9,6.8,47.6,73.6,7.2,36.7,57.6,63.6,39.2,93.4,14.6,4.3,65.4,18.3,78.8,2.4,30.7,61.2,30.5,6.1,6.2,42.8,32.1,62.1,42.2,36.7,11.2,8.7,MP,Rural,Central Zone
1149,Shahdol,718.0,751.0,122.0,55.7,963.0,911.0,8.2,5.8,48.6,85.1,13.3,40.3,42.7,31.0,22.8,87.0,20.8,7.0,34.9,3.8,71.6,2.2,39.2,53.6,54.8,9.3,8.7,37.6,30.6,67.4,63.5,9.8,3.6,6.6,MP,Rural,Central Zone
1151,Anuppur,663.0,816.0,99.0,59.4,1015.0,795.0,6.5,3.5,55.3,74.8,15.0,32.7,46.9,41.9,32.5,90.7,32.8,15.6,51.5,20.3,75.2,3.3,54.0,65.0,45.1,7.2,6.8,36.2,29.8,68.2,65.4,7.9,5.2,5.9,MP,Rural,Central Zone
1153,Sidhi,835.0,963.0,114.0,62.0,999.0,861.0,8.5,4.8,55.3,82.7,18.0,46.4,31.7,24.9,11.0,83.6,9.9,1.9,24.5,2.0,59.4,2.7,33.3,46.7,48.7,7.0,7.0,48.4,27.7,68.7,50.6,8.1,4.0,6.7,MP,Rural,Central Zone
1155,Singrauli,735.0,968.0,131.0,55.1,995.0,972.0,3.7,4.5,47.1,74.3,12.4,37.7,33.5,22.5,15.0,67.2,17.0,7.6,27.8,11.7,38.1,5.4,39.8,48.6,34.4,11.6,11.5,34.4,21.4,64.0,54.3,5.2,5.3,5.5,MP,Rural,Central Zone
1157,Jhabua,839.0,890.0,162.0,33.6,973.0,1025.0,9.0,5.1,24.3,52.1,6.4,53.8,8.3,29.0,20.5,81.0,18.8,4.8,48.9,16.5,73.2,4.3,19.9,49.6,21.6,5.1,8.1,45.8,31.1,73.4,60.0,16.1,10.5,12.2,MP,Rural,Central Zone
1159,Alirajpur,859.0,1304.0,178.0,32.1,1024.0,953.0,10.9,5.2,22.0,49.4,6.2,38.3,30.7,28.0,19.7,67.0,11.0,3.4,40.6,15.6,48.2,2.6,22.1,53.6,26.5,3.7,4.0,49.9,37.5,75.4,64.7,31.0,17.0,23.0,MP,Rural,Central Zone
1161,Khandwa (East Nimar),748.0,974.0,147.0,57.3,922.0,848.0,23.5,13.0,44.4,71.8,10.0,18.8,67.9,70.6,45.0,94.9,34.8,18.2,51.8,12.7,79.2,0.9,53.9,74.9,30.0,1.9,1.7,46.8,38.6,77.2,59.6,61.9,36.5,33.2,MP,Rural,Central Zone
1163,Burhanpur,946.0,1163.0,160.0,79.8,937.0,852.0,54.8,77.3,75.8,80.6,38.0,16.2,53.8,73.6,50.4,95.6,32.7,17.3,70.3,15.3,93.8,1.9,57.3,63.1,45.2,1.9,3.3,40.0,22.8,77.8,62.5,22.6,3.7,8.1,MP,Urban,Central Zone
1164,Burhanpur,946.0,1144.0,175.0,54.7,959.0,926.0,30.7,25.0,47.1,63.8,12.9,29.5,57.5,41.5,35.7,87.2,26.8,12.6,52.3,16.3,67.6,2.4,36.1,51.7,40.7,2.6,4.4,54.9,32.1,81.4,68.6,20.4,5.6,6.8,MP,Rural,Central Zone
1166,West Tripura,908.0,976.0,160.0,89.2,1052.0,1364.0,68.3,72.4,87.1,94.5,40.2,21.7,44.3,78.3,75.8,99.1,17.3,9.5,71.4,8.6,90.8,0.9,63.8,72.8,39.9,7.7,8.7,15.0,14.6,53.2,55.6,7.3,1.5,9.3,TR,Urban,North Eastern Zone
1167,West Tripura,908.0,962.0,158.0,81.4,957.0,832.0,69.3,18.8,79.6,90.7,19.2,35.0,42.0,60.5,66.2,94.1,11.4,6.3,66.5,11.3,88.1,1.1,52.8,69.2,38.5,4.8,5.7,22.5,16.9,51.3,54.2,4.3,1.8,6.2,TR,Rural,North Eastern Zone
1169,South Tripura,790.0,825.0,142.0,76.0,989.0,955.0,61.2,14.6,76.2,90.1,16.1,36.3,44.5,64.3,55.7,91.1,15.7,6.7,57.0,7.7,74.8,2.2,59.1,68.6,48.4,7.9,7.6,26.3,18.9,54.3,54.1,4.7,1.3,4.4,TR,Rural,North Eastern Zone
1171,Dhalai,800.0,856.0,149.0,74.8,943.0,906.0,49.3,15.0,68.4,77.9,12.6,33.3,44.4,67.4,64.2,86.6,10.6,5.7,59.2,7.3,73.7,1.2,39.7,55.7,52.0,8.9,8.4,33.8,15.7,51.2,56.9,3.4,0.3,6.0,TR,Rural,North Eastern Zone
1173,North Tripura,724.0,786.0,132.0,79.4,1022.0,1057.0,43.6,13.0,77.6,81.4,13.1,33.4,40.6,62.4,51.4,87.7,11.8,8.4,45.9,7.0,60.5,1.0,47.0,44.5,55.6,1.3,2.4,29.4,30.9,41.0,52.1,4.2,0.5,6.5,TR,Rural,North Eastern Zone
1175,Senapati,855.0,1009.0,134.0,79.7,989.0,856.0,59.5,16.8,79.5,93.1,33.5,19.4,11.3,66.4,38.1,87.9,13.8,10.2,36.5,6.4,36.7,14.6,57.2,18.2,60.9,15.9,14.6,35.6,9.2,23.3,25.2,13.6,2.7,10.4,MN,Rural,North Eastern Zone
1177,Tamenglong,777.0,797.0,111.0,69.5,1021.0,1158.0,61.0,7.3,65.4,90.2,23.1,15.8,8.9,48.4,27.2,73.2,11.4,7.1,27.1,4.5,28.0,7.7,39.6,22.8,68.9,23.7,22.5,39.5,7.2,22.9,27.2,13.6,1.7,7.9,MN,Rural,North Eastern Zone
1179,Churachandpur,732.0,784.0,105.0,79.4,992.0,998.0,66.0,40.0,80.6,93.6,36.6,14.3,15.4,66.7,58.9,83.8,19.1,15.7,54.5,14.0,60.9,5.0,52.1,19.7,63.1,14.5,11.2,36.8,8.1,18.4,20.3,10.7,1.3,8.1,MN,Rural,North Eastern Zone
1181,Bishnupur,926.0,1119.0,133.0,82.3,1025.0,915.0,35.7,46.3,87.4,95.2,49.6,14.3,14.5,91.5,87.9,94.6,44.6,43.0,84.4,18.0,86.0,5.3,78.8,35.6,69.0,21.5,20.9,24.9,11.8,22.3,23.6,21.2,5.1,17.0,MN,Urban,North Eastern Zone
1182,Bishnupur,924.0,1138.0,138.0,77.4,1040.0,916.0,40.9,30.7,83.9,94.7,35.8,13.4,20.5,84.3,86.2,94.0,42.5,39.7,83.3,11.9,87.0,6.7,75.3,27.9,73.8,14.5,13.8,24.5,10.1,20.6,30.1,21.1,3.6,13.3,MN,Rural,North Eastern Zone
1184,Thoubal,918.0,1129.0,146.0,80.8,1113.0,1146.0,48.4,50.8,87.0,98.1,49.0,14.9,13.5,90.9,82.4,91.2,53.0,46.0,74.7,20.4,80.3,10.8,58.1,34.4,65.1,21.6,21.0,29.3,9.6,26.3,26.3,18.2,4.3,17.3,MN,Urban,North Eastern Zone
1185,Thoubal,923.0,1173.0,148.0,75.2,1028.0,890.0,43.3,27.0,81.5,98.3,33.9,12.7,12.9,86.5,78.1,91.4,45.5,41.5,65.2,4.5,69.4,11.0,69.2,34.4,65.3,16.5,15.5,30.6,9.8,24.1,29.6,20.9,2.8,16.2,MN,Rural,North Eastern Zone
1187,Imphal West,915.0,1029.0,134.0,88.5,1100.0,1067.0,49.6,73.9,94.5,99.2,65.3,9.1,10.8,81.3,83.1,91.2,59.6,51.0,80.0,10.0,93.1,3.8,85.3,47.7,59.6,26.9,29.5,20.2,7.2,28.4,28.8,15.7,8.1,19.4,MN,Urban,North Eastern Zone
1188,Imphal West,923.0,1100.0,135.0,84.4,1087.0,947.0,43.0,43.5,89.6,95.2,49.7,8.9,11.2,73.1,72.1,88.1,45.8,33.3,76.1,7.0,88.9,3.4,79.1,58.9,59.8,24.2,23.2,22.2,8.3,30.5,29.8,18.7,6.2,15.3,MN,Rural,North Eastern Zone
1190,Imphal East,893.0,1130.0,133.0,86.3,1055.0,732.0,45.5,68.6,87.5,95.9,55.9,8.9,16.5,86.0,83.8,94.8,44.1,43.0,77.9,14.8,85.9,3.9,72.6,33.0,62.0,12.8,11.8,25.8,8.9,19.0,24.5,18.2,4.1,19.1,MN,Urban,North Eastern Zone
1191,Imphal East,927.0,1102.0,150.0,80.6,1059.0,989.0,41.7,35.4,83.4,97.4,41.8,15.4,14.0,82.7,80.9,92.0,45.8,44.2,69.3,12.0,77.3,6.2,72.8,31.0,74.3,22.0,22.0,26.5,10.5,22.0,29.6,18.3,4.1,17.2,MN,Rural,North Eastern Zone
1193,Ukhrul,747.0,683.0,100.0,81.4,960.0,1064.0,61.8,4.8,82.2,90.6,38.5,19.5,6.2,47.0,23.9,74.8,12.6,8.9,29.2,5.8,27.3,10.5,40.7,10.5,70.3,18.9,18.7,34.3,8.3,23.9,13.8,15.4,1.5,7.9,MN,Rural,North Eastern Zone
1195,Chandel,792.0,841.0,104.0,75.9,1052.0,948.0,62.9,15.2,74.9,95.3,40.2,14.3,8.7,71.1,43.8,86.6,26.6,17.0,39.5,8.1,38.0,23.5,55.9,14.9,59.6,12.9,12.6,36.5,6.0,24.7,21.9,17.8,2.2,10.2,MN,Rural,North Eastern Zone
1197,Belgaum,588.0,668.0,109.0,65.7,957.0,890.0,31.6,31.9,70.2,86.9,35.6,34.8,60.3,78.6,76.0,97.0,61.7,45.2,89.4,39.1,96.6,2.5,64.9,89.5,74.3,3.1,2.6,40.0,20.6,70.7,41.5,28.8,27.5,23.8,KA,Rural,Southern Zone
1199,Bagalkot,397.0,489.0,69.0,72.5,1017.0,652.0,38.4,50.2,67.7,79.6,43.6,25.4,54.7,79.6,85.3,94.6,40.0,29.4,66.8,27.3,93.3,5.6,83.3,87.1,75.7,0.0,1.6,52.8,21.5,64.5,43.4,17.1,17.3,10.7,KA,Urban,Southern Zone
1200,Bagalkot,394.0,467.0,79.0,56.4,936.0,884.0,14.9,19.0,54.7,69.6,25.0,41.1,54.9,60.3,77.4,94.5,48.1,40.1,36.8,22.5,91.2,7.6,71.6,91.8,54.8,9.9,9.3,44.5,21.1,61.8,39.4,21.2,19.7,10.2,KA,Rural,Southern Zone
1202,Bijapur,613.0,702.0,110.0,57.8,964.0,1074.0,14.1,17.1,61.1,80.7,28.0,36.0,59.4,71.9,60.5,82.3,42.1,23.5,54.8,13.6,89.3,3.5,55.2,67.6,43.4,1.8,1.4,48.0,20.8,68.3,40.9,15.3,15.3,17.2,KA,Rural,Southern Zone
1204,Bidar,597.0,712.0,93.0,59.9,988.0,1062.0,14.3,15.3,67.7,87.1,37.9,28.0,58.7,68.6,72.6,90.4,54.2,36.1,77.6,21.2,98.4,1.2,60.3,75.5,69.3,8.6,8.2,43.4,29.5,71.6,45.3,19.9,17.6,17.6,KA,Rural,Southern Zone
1206,Raichur,598.0,684.0,106.0,48.4,1052.0,1045.0,12.8,11.6,36.5,78.4,20.0,31.2,55.5,52.5,59.6,91.8,51.3,36.1,39.4,7.7,80.0,9.4,61.5,70.8,52.4,1.6,1.4,39.6,21.7,72.8,59.2,6.1,6.1,13.5,KA,Rural,Southern Zone
1208,Koppal,675.0,785.0,138.0,60.8,961.0,932.0,41.5,22.0,50.8,78.0,23.5,36.0,44.6,59.2,56.4,86.1,19.6,11.9,52.8,27.0,83.9,10.0,75.3,92.5,63.9,0.0,2.4,59.7,26.9,67.1,47.1,17.0,12.7,11.6,KA,Rural,Southern Zone
1213,Dharwad,394.0,424.0,65.0,82.4,949.0,850.0,71.9,78.7,81.7,92.1,61.6,22.8,55.0,69.9,74.6,97.5,45.7,33.6,62.6,5.4,96.4,0.7,41.8,79.0,52.7,5.4,7.0,32.9,15.5,51.1,42.8,10.3,8.8,24.0,KA,Urban,Southern Zone
1214,Dharwad,410.0,488.0,69.0,68.8,968.0,887.0,46.2,20.6,61.8,79.0,30.9,23.4,65.1,76.0,79.9,96.5,45.5,37.0,78.9,28.5,93.8,0.7,72.9,60.8,64.1,0.0,0.0,44.0,16.7,50.2,50.2,22.1,20.9,22.0,KA,Rural,Southern Zone
1216,Uttara Kannada,566.0,608.0,69.0,79.3,1041.0,776.0,61.8,38.4,80.4,88.5,44.1,16.7,32.5,74.0,74.7,82.7,33.7,31.0,75.3,36.3,93.3,4.8,68.6,73.9,53.7,0.0,11.1,42.1,36.1,51.8,42.8,15.4,17.4,13.7,KA,Rural,Southern Zone
1218,Haveri,625.0,686.0,114.0,70.2,892.0,900.0,46.2,25.6,65.9,86.9,29.2,24.5,48.7,67.5,68.4,90.1,25.6,19.6,61.6,21.7,98.1,1.4,67.9,93.0,60.8,0.0,3.8,47.5,21.7,60.4,53.1,18.8,13.7,14.4,KA,Rural,Southern Zone
1220,Bellary,392.0,452.0,66.0,69.0,971.0,897.0,60.2,61.1,62.8,82.9,36.5,22.2,53.7,57.7,86.9,91.4,41.6,38.9,59.0,20.5,86.0,8.2,70.4,81.2,67.6,2.3,2.1,51.9,21.7,70.0,42.1,19.6,17.2,9.5,KA,Urban,Southern Zone
1221,Bellary,393.0,460.0,83.0,52.8,940.0,880.0,26.4,36.0,46.2,74.8,20.0,37.7,49.0,70.9,76.4,78.4,47.0,42.5,36.3,15.0,86.2,8.3,71.5,75.2,40.6,6.1,6.3,47.9,24.9,73.9,55.4,18.0,16.9,9.8,KA,Rural,Southern Zone
1223,Chitradurga,645.0,738.0,116.0,63.7,963.0,852.0,32.0,22.0,65.7,83.6,39.2,24.4,64.3,64.0,66.5,83.3,37.7,26.4,64.3,29.3,94.2,2.1,45.0,76.9,57.4,5.3,20.1,32.3,22.8,61.7,45.0,11.8,9.5,14.4,KA,Rural,Southern Zone
1225,Davanagere,396.0,433.0,55.0,82.5,956.0,966.0,88.5,88.3,85.3,86.9,58.3,17.1,51.7,80.4,91.7,95.7,64.5,53.6,60.2,36.2,99.0,1.0,42.2,87.2,70.7,16.0,15.6,47.9,18.0,56.7,45.1,28.6,30.6,20.9,KA,Urban,Southern Zone
1226,Davanagere,395.0,441.0,71.0,61.6,948.0,1057.0,49.4,31.6,62.4,69.7,36.8,31.4,60.2,85.9,87.2,92.6,66.5,56.4,64.0,23.2,97.1,2.0,91.1,86.6,73.1,7.5,5.5,45.7,25.5,69.9,48.0,24.5,20.6,17.2,KA,Rural,Southern Zone
1235,Tumkur,643.0,641.0,83.0,65.5,1006.0,784.0,41.9,25.2,68.0,85.5,44.1,21.7,62.5,53.0,67.3,90.9,56.4,32.1,60.2,21.2,95.5,3.9,71.8,70.9,54.6,9.1,5.9,30.8,21.8,56.0,53.7,17.5,11.5,14.3,KA,Rural,Southern Zone
1237,Bangalore,713.0,736.0,103.0,84.9,907.0,729.0,86.2,94.7,86.5,91.9,68.3,14.0,44.0,53.8,55.1,81.9,46.8,31.5,64.2,16.6,95.7,1.6,61.4,69.0,46.9,17.4,16.1,29.4,13.2,52.2,40.2,7.2,7.0,22.4,KA,Urban,Southern Zone
1239,Mandya,665.0,681.0,77.0,60.6,1055.0,950.0,50.4,44.0,67.5,81.5,44.3,21.6,62.8,75.5,86.1,90.3,19.7,17.3,73.2,27.7,98.8,0.6,61.0,87.3,49.5,3.3,17.1,17.2,20.1,54.7,45.5,23.8,11.8,12.9,KA,Rural,Southern Zone
1246,Kodagu,670.0,667.0,96.0,77.6,1131.0,1255.0,82.7,41.8,81.2,88.5,49.1,12.9,42.6,80.1,83.5,82.9,35.8,30.3,64.8,16.1,97.4,1.5,66.3,84.3,49.5,5.7,11.6,31.0,20.9,45.7,36.9,14.7,6.3,17.4,KA,Rural,Southern Zone
1248,Mysore,384.0,422.0,56.0,85.0,1007.0,867.0,85.8,93.6,86.0,92.8,59.7,18.3,46.3,63.0,65.5,84.9,54.8,33.9,86.3,33.3,97.3,2.8,38.6,68.4,34.1,9.45931764705881,10.6,21.1,11.7,55.1,45.8,11.1,6.9,23.3,KA,Urban,Southern Zone
1249,Mysore,397.0,441.0,57.0,61.2,1009.0,900.0,46.8,46.3,58.6,81.9,30.8,26.8,61.9,65.4,66.1,75.9,47.2,23.8,76.4,23.6,93.0,2.5,52.1,74.3,63.6,8.8,10.2,28.1,24.6,63.9,45.4,8.7,5.1,16.4,KA,Rural,Southern Zone
1253,Gulbarga,399.0,472.0,63.0,73.3,1012.0,985.0,56.1,72.0,69.1,90.2,48.8,25.0,50.5,52.3,81.7,91.3,33.5,28.4,35.1,10.8,93.6,5.2,20.2,83.3,56.6,1.9,1.5,45.0,17.3,68.5,40.1,25.5,28.2,16.2,KA,Urban,Southern Zone
1254,Gulbarga,404.0,450.0,72.0,52.5,974.0,869.0,11.2,10.8,43.9,73.8,22.7,30.5,55.7,63.8,86.6,95.1,33.6,31.2,43.6,11.5,89.8,6.7,77.8,87.1,56.3,1.9,3.3,56.6,26.2,74.9,45.2,10.1,12.4,7.5,KA,Rural,Southern Zone
1256,Yadgir,642.0,735.0,99.0,42.2,944.0,802.0,10.0,8.3,32.3,48.0,15.6,37.8,52.2,58.8,59.4,89.7,28.7,21.1,51.4,18.9,89.3,2.8,52.8,74.4,69.0,4.6,7.5,56.8,26.3,74.9,51.4,15.3,10.2,4.4,KA,Rural,Southern Zone
1258,Kolar,386.0,443.0,62.0,78.2,981.0,1057.0,73.7,76.2,76.9,85.8,55.3,19.4,60.2,77.9,78.3,90.5,68.2,59.1,71.0,32.3,97.2,2.8,71.3,94.9,59.3,9.45931764705881,10.7,28.3,17.0,52.9,43.1,19.8,18.5,17.2,KA,Urban,Southern Zone
1263,Bangalore Rural,587.0,662.0,89.0,68.2,1035.0,1305.0,73.2,57.2,73.2,88.8,47.1,28.5,59.1,72.0,78.4,85.2,44.9,30.4,62.5,20.9,98.0,1.5,66.9,88.2,52.1,2.9,9.4,31.0,23.0,46.8,48.1,14.2,3.8,15.6,KA,Rural,Southern Zone
1264,Bangalore Rural - Total,799.0,874.0,132.0,70.8,994.0,1313.0,74.4,64.5,74.6,90.9,49.6,25.8,57.9,71.1,75.6,87.6,46.5,32.1,62.0,20.5,98.5,1.1,64.1,88.2,54.0,2.1,8.4,28.7,21.3,48.8,46.2,17.8,8.1,18.1,KA,Rural,Southern Zone
1265,Ramanagara,598.0,564.0,85.0,57.9,1017.0,928.0,56.1,46.6,68.3,86.9,43.7,24.1,60.0,68.1,67.1,92.7,29.8,22.5,73.2,33.6,99.6,0.4,53.3,94.0,52.9,0.0,5.8,25.5,25.7,53.6,46.5,19.2,15.6,17.2,KA,Rural,Southern Zone
1268,Darjiling,397.0,503.0,62.0,72.1,998.0,1217.0,58.3,37.7,72.1,92.4,22.9,21.9,65.6,81.3,68.5,97.2,43.7,35.3,83.3,44.5,94.0,0.8,90.1,54.1,41.2,5.8,9.2,30.0,17.8,46.9,48.6,4.4,7.9,7.9,WB,Rural,Eastern Zone
1270,Jalpaiguri,602.0,691.0,91.0,65.2,992.0,937.0,44.9,11.2,58.8,72.8,19.7,33.9,49.6,52.8,80.6,90.8,24.5,19.7,68.1,37.7,81.0,3.5,83.7,73.9,54.7,14.1,13.6,31.4,30.6,73.2,69.8,5.3,4.1,6.2,WB,Rural,Eastern Zone
1272,Koch Bihar,724.0,804.0,109.0,72.0,1012.0,1114.0,47.9,6.4,65.3,77.9,17.9,41.6,60.5,57.0,75.2,93.8,21.0,18.3,67.0,24.5,80.7,7.4,76.1,75.2,42.2,17.6,19.7,33.4,25.8,60.9,70.3,4.1,1.9,5.1,WB,Rural,Eastern Zone
1274,Uttar Dinajpur,716.0,871.0,109.0,57.5,1017.0,878.0,26.7,4.9,47.6,63.7,13.4,40.4,41.7,37.2,41.3,87.0,6.2,4.1,43.3,22.2,44.9,12.5,69.7,48.7,44.7,16.6,16.5,42.1,28.0,63.6,62.3,1.8,1.5,1.2,WB,Rural,Eastern Zone
