,District,Households surveyed,Women age 15-49 years interviewed,Men age 15-49 years interviewed,1. Population (female) age 6+ years who ever attended school (%),3. Sex ratio of the total population (females per 1000 males),4. Sex ratio at birth for children born in the last five years (females per 1000 males),8. Households using improved sanitation facility2 (%),9. Households using clean fuel for cooking3 (%),12. Women who are literate (%),13. Men who are literate (%),14. Women with 10 or more years of schooling (%),15. Women age 20-24 years married before age 18 years (%),19. Any modern method (%),29. Mothers who had antenatal check-up in the first trimester (%),30. Mothers who had at least 4 antenatal care visits (%),31. Mothers whose last birth was protected against neonatal tetanus6 (%),32. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),33. Mothers who had full antenatal care7 (%),35. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),39. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),40. Institutional births (%),42. Home delivery conducted by skilled health personnel (out of total deliveries) (%),47. Children age 12-23 months fully immunized (BCG measles and 3 doses each of polio/DPT) (%),53. Children age 9-59 months who received a vitamin A dose in last 6 months (%),62. Children under age 3 years breastfed within one hour of birth8 (%),65. Breastfeeding children age 6-23 months receiving an adequate diet9 10 (%),67. Total children age 6-23 months receiving an adequate diet9 10 (%),68. Children under 5 years who are stunted11 (%),72. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2) (%),76. Children age 6-59 months who are anaemic (<11.0 g/dl) (%),79. All women age 15-49 years who are anaemic (%),91. Cervix (%),92. Breast (%),93. Oral cavity (%),State,Region,Zone
965,Mahendragarh,822.0,1108.0,189.0,70.0,876.0,698.0,74.3,32.9,79.0,93.3,49.6,16.8,64.6,74.1,44.3,95.0,35.6,15.1,76.8,28.8,96.8,2.2,73.0,86.1,73.1,20.7,19.3,23.5,19.2,73.7,63.5,24.5,18.5,30.7,HR,Total,Northern Zone
966,Rewari,602.0,743.0,125.0,66.8,891.0,579.0,70.5,22.0,77.9,97.8,44.2,21.6,43.9,59.3,28.5,80.8,22.6,7.3,73.8,21.3,90.6,6.3,43.9,59.4,36.7,1.5,3.0,28.3,22.6,81.0,65.8,21.0,10.5,14.5,HR,Rural,Northern Zone
967,Rewari,819.0,1011.0,163.0,68.8,894.0,704.0,69.7,39.1,77.6,97.9,43.1,20.0,43.8,54.7,28.7,83.6,24.0,7.5,71.1,23.3,90.2,5.3,41.2,59.2,38.3,2.5,4.6,27.8,21.4,77.8,65.1,20.3,9.7,14.5,HR,Total,Northern Zone
968,Gurgaon,401.0,415.0,62.0,77.7,788.0,924.0,63.9,92.3,73.1,88.8,51.9,42.3,50.7,40.8,37.9,93.9,20.4,15.7,60.6,14.9,71.9,4.9,27.3,76.6,17.9,7.6,5.6,44.3,11.0,63.0,74.6,15.8,14.3,24.1,HR,Urban,Northern Zone
969,Gurgaon,395.0,507.0,79.0,73.9,889.0,893.0,75.4,41.6,79.2,97.1,48.4,24.9,37.3,29.5,15.8,89.7,15.8,4.5,44.7,9.2,81.4,3.8,10.8,53.2,19.5,2.4,6.3,28.5,17.1,78.2,68.8,12.5,7.5,21.2,HR,Rural,Northern Zone
970,Gurgaon,796.0,922.0,141.0,76.7,812.0,916.0,66.3,82.0,74.6,90.9,51.0,36.8,47.7,38.3,33.1,93.0,19.4,13.3,57.1,13.7,74.2,4.6,23.6,71.3,18.3,6.3,5.8,41.2,12.5,66.2,73.2,15.0,12.6,23.4,HR,Total,Northern Zone
971,Mewat,708.0,948.0,137.0,46.6,955.0,941.0,44.6,10.6,33.6,78.3,9.3,38.3,12.9,12.1,5.6,66.8,6.9,2.2,27.0,4.2,36.9,7.6,11.0,23.5,34.9,4.6,4.6,53.0,26.9,84.2,69.9,9.0,4.6,6.2,HR,Rural,Northern Zone
972,Mewat,793.0,1058.0,173.0,47.1,932.0,891.0,46.7,17.2,35.6,78.0,12.7,37.6,14.4,12.8,6.5,67.6,6.2,2.3,27.3,4.7,37.7,8.6,13.1,24.4,30.7,3.5,3.7,52.3,27.1,83.7,70.1,8.8,4.1,6.4,HR,Total,Northern Zone
973,Faridabad,612.0,747.0,95.0,76.3,808.0,631.0,79.0,89.1,76.6,96.4,43.8,21.5,26.5,49.5,33.4,89.4,20.4,11.2,61.0,17.8,73.3,10.9,51.4,50.7,56.4,11.4,13.8,28.0,13.2,75.3,52.7,13.4,9.0,14.9,HR,Urban,Northern Zone
974,Faridabad,781.0,966.0,125.0,73.5,826.0,686.0,78.0,82.6,74.2,96.3,42.0,21.2,25.5,48.3,30.1,90.0,18.5,9.9,60.2,16.4,72.0,10.9,46.3,54.0,54.3,12.8,14.8,29.7,14.4,75.0,54.1,12.8,9.5,15.1,HR,Total,Northern Zone
975,Palwal,608.0,755.0,113.0,57.0,879.0,970.0,60.2,16.7,54.1,89.6,26.3,31.3,29.3,23.1,14.2,67.5,5.5,0.0,28.4,8.5,49.2,13.5,21.6,40.2,30.7,5.1,6.0,37.6,17.9,78.2,63.0,7.2,6.4,13.4,HR,Rural,Northern Zone
976,Palwal,800.0,1008.0,155.0,61.9,880.0,888.0,66.4,30.6,59.8,92.2,33.2,28.3,30.0,30.7,19.0,68.4,8.1,1.7,28.6,7.6,56.3,11.6,25.3,43.7,28.3,4.8,7.4,34.0,16.9,75.2,60.2,6.6,9.8,15.3,HR,Total,Northern Zone
979,Thiruvallur,817.0,911.0,188.0,82.2,980.0,855.0,66.6,86.3,85.0,91.1,56.6,16.0,62.8,73.6,91.6,69.7,71.4,48.1,75.6,37.1,99.5,0.0,78.9,63.3,64.1,10.2,19.6,30.1,11.3,50.0,55.1,23.6,13.4,9.4,TN,Total,Southern Zone
980,Chennai,819.0,928.0,126.0,88.7,1032.0,1531.0,82.3,96.7,90.2,96.7,70.7,12.8,60.1,61.8,78.3,80.9,70.1,51.6,67.8,30.8,100.0,0.0,86.1,60.0,40.5,16.1,13.8,30.9,9.4,44.5,53.9,20.1,13.4,7.7,TN,Urban,Southern Zone
981,Chennai,819.0,928.0,126.0,88.7,1032.0,1531.0,82.3,96.7,90.2,96.7,70.7,12.8,60.1,61.8,78.3,80.9,70.1,51.6,67.8,30.8,100.0,0.0,86.1,60.0,40.5,16.1,13.8,30.9,9.4,44.5,53.9,20.1,13.4,7.7,TN,Total,Southern Zone
984,Kancheepuram,825.0,958.0,175.0,82.5,964.0,1087.0,68.0,86.7,82.2,92.6,58.0,11.9,61.4,57.5,73.6,75.3,60.4,38.8,83.6,33.1,100.0,0.0,56.8,68.3,61.9,17.0,25.7,25.0,9.5,45.2,53.4,23.4,14.4,9.4,TN,Total,Southern Zone
985,Vellore,412.0,508.0,105.0,78.4,1014.0,904.0,70.9,89.7,82.0,87.4,53.9,11.6,64.1,80.8,96.4,82.5,70.0,56.3,64.6,34.2,100.0,0.0,78.1,69.7,72.1,40.5,41.1,30.1,14.3,46.8,60.4,17.9,8.8,9.6,TN,Urban,Southern Zone
986,Vellore,411.0,446.0,73.0,72.6,1060.0,1404.0,37.6,67.8,77.4,83.4,45.5,11.6,63.0,83.9,88.0,82.7,68.7,58.3,79.4,46.4,100.0,0.0,69.7,80.2,70.1,9.45931764705881,34.2,27.8,14.5,54.5,50.6,21.9,10.4,5.2,TN,Rural,Southern Zone
987,Vellore,823.0,954.0,178.0,75.5,1037.0,1113.0,53.4,78.2,79.7,85.5,49.7,11.6,63.5,82.2,92.5,82.6,69.4,57.2,71.4,39.8,100.0,0.0,74.0,74.7,71.2,26.0,37.5,29.0,14.4,50.4,55.5,19.9,9.6,7.4,TN,Total,Southern Zone
988,Tiruvannamalai,647.0,728.0,114.0,66.9,1014.0,825.0,21.2,57.8,69.0,87.1,40.0,22.0,49.3,51.9,83.6,62.6,54.9,33.4,67.4,41.4,95.5,2.7,58.1,84.7,49.1,22.6,28.4,24.5,19.2,57.7,61.4,24.3,20.6,32.5,TN,Rural,Southern Zone
989,Tiruvannamalai,819.0,916.0,151.0,70.2,1011.0,845.0,31.0,63.8,71.6,89.3,43.3,19.8,48.5,54.3,83.5,62.2,58.9,34.9,68.5,43.8,96.1,2.3,62.1,86.0,48.8,24.6,29.8,24.5,16.1,57.9,59.0,23.6,21.1,32.3,TN,Total,Southern Zone
990,Viluppuram,704.0,821.0,133.0,67.3,1032.0,777.0,25.1,53.4,67.1,71.6,40.4,21.9,48.3,58.8,80.1,75.8,62.2,46.8,64.1,21.7,99.0,0.6,71.7,67.7,45.6,17.4,32.2,31.4,19.8,57.5,63.7,32.3,23.9,15.1,TN,Rural,Southern Zone
991,Viluppuram,836.0,992.0,162.0,69.6,1046.0,819.0,32.4,57.5,69.5,72.7,42.5,20.5,49.8,60.0,79.5,76.8,61.7,47.2,66.0,20.7,99.2,0.5,72.1,68.3,46.0,19.0,31.2,31.8,18.6,57.1,62.9,33.0,24.8,15.1,TN,Total,Southern Zone
992,Salem,411.0,487.0,92.0,78.0,976.0,955.0,59.6,83.3,82.2,80.9,56.0,9.6,53.7,76.7,82.2,89.9,67.5,54.6,70.6,24.8,100.0,0.0,77.5,66.0,54.1,24.9,23.8,23.4,11.2,59.4,53.2,30.0,25.4,10.8,TN,Urban,Southern Zone
993,Salem,418.0,501.0,81.0,66.7,1023.0,817.0,33.2,70.0,71.4,89.4,47.4,25.9,49.4,64.8,76.1,81.7,61.3,50.7,67.7,25.2,95.8,0.7,71.3,68.4,37.6,9.45931764705881,38.8,29.5,12.8,43.9,57.1,30.6,21.8,11.3,TN,Rural,Southern Zone
994,Salem,829.0,988.0,173.0,72.2,1000.0,872.0,46.2,76.6,76.7,85.0,51.6,19.5,51.5,69.7,78.7,85.1,63.9,52.3,68.9,25.0,97.5,0.4,73.6,67.4,44.8,31.7,31.6,27.0,12.0,50.3,55.2,30.3,23.6,11.0,TN,Total,Southern Zone
997,Namakkal,826.0,901.0,169.0,74.1,1008.0,888.0,49.6,85.3,76.8,92.5,48.6,16.5,58.4,62.4,81.6,60.6,66.8,42.5,87.6,35.9,100.0,0.0,57.3,60.6,64.6,25.8,36.9,25.2,10.8,49.2,49.1,21.5,12.1,6.8,TN,Total,Southern Zone
998,Erode,418.0,500.0,85.0,77.5,1011.0,1100.0,71.9,94.3,78.6,89.0,55.6,21.9,65.0,64.6,69.1,61.4,62.6,40.2,79.1,42.8,100.0,0.0,77.4,66.6,84.5,9.45931764705881,31.4,21.1,9.3,45.9,45.1,22.9,13.8,5.3,TN,Urban,Southern Zone
1000,Erode,835.0,1003.0,163.0,73.2,1001.0,932.0,61.1,87.4,73.2,88.0,49.0,20.7,62.3,65.4,77.2,63.4,68.3,42.8,81.0,42.4,100.0,0.0,81.9,66.8,80.7,22.6,28.7,25.6,10.7,51.0,47.6,19.0,11.8,4.9,TN,Total,Southern Zone
1001,The Nilgiris,415.0,492.0,97.0,83.3,1079.0,980.0,61.3,70.7,85.8,89.1,61.5,17.3,48.9,70.8,85.8,65.0,54.9,42.6,66.7,46.3,100.0,0.0,85.4,81.5,49.4,28.8,30.8,32.0,10.4,54.8,54.3,24.5,23.0,32.1,TN,Urban,Southern Zone
1003,The Nilgiris,829.0,973.0,185.0,81.7,1056.0,949.0,63.0,69.9,85.8,90.6,61.1,18.7,55.8,72.7,88.8,68.1,57.3,45.0,70.3,48.4,99.8,0.0,78.7,81.2,50.7,30.0,32.5,33.1,12.7,53.3,50.7,22.3,20.0,31.2,TN,Total,Southern Zone
1004,Dindigul,416.0,474.0,81.0,78.8,1001.0,768.0,58.1,82.2,84.2,90.2,51.9,20.2,56.8,81.0,91.7,67.1,70.6,61.1,81.1,41.1,97.7,1.6,79.4,66.1,70.9,9.45931764705881,43.9,22.3,11.2,40.2,51.9,16.5,11.6,10.0,TN,Urban,Southern Zone
1005,Dindigul,417.0,521.0,92.0,69.4,1030.0,1208.0,32.4,55.6,68.5,83.8,36.0,19.8,61.3,73.5,87.4,76.8,65.4,51.6,86.1,48.0,100.0,0.0,80.3,64.7,77.5,29.6,34.7,35.5,15.8,45.5,50.5,18.5,13.4,9.0,TN,Rural,Southern Zone
1006,Dindigul,833.0,995.0,173.0,73.0,1019.0,1047.0,42.6,66.2,74.4,85.9,42.0,19.9,59.6,76.0,88.8,73.5,67.1,54.8,84.4,45.7,99.3,0.5,80.0,65.2,75.4,27.6,37.5,31.1,14.1,43.7,51.0,17.8,12.7,9.4,TN,Total,Southern Zone
1008,Karur,408.0,490.0,71.0,69.0,1092.0,1035.0,33.2,68.3,76.7,80.4,43.0,27.6,55.7,65.8,81.2,76.9,70.6,50.3,75.0,42.6,100.0,0.0,85.6,74.3,61.2,20.9,25.6,29.7,18.8,52.2,56.4,29.2,20.3,11.7,TN,Rural,Southern Zone
1009,Karur,810.0,973.0,158.0,73.9,1056.0,983.0,47.9,77.6,80.5,85.4,47.7,23.1,57.1,70.9,82.9,78.7,73.0,54.7,79.5,41.5,100.0,0.0,87.4,77.1,59.4,27.7,32.9,27.5,14.9,53.0,56.0,28.9,19.2,9.7,TN,Total,Southern Zone
1011,Tiruchirappalli,402.0,401.0,72.0,75.3,1111.0,979.0,31.4,51.7,79.6,86.9,47.1,10.2,46.4,55.5,81.3,48.6,64.8,33.2,74.3,45.6,97.7,0.6,58.8,81.0,48.9,9.45931764705881,39.4,31.3,22.3,62.6,69.2,22.2,14.0,11.2,TN,Rural,Southern Zone
1012,Tiruchirappalli,785.0,785.0,142.0,79.0,1048.0,1017.0,46.5,71.1,83.6,88.2,53.6,12.6,42.6,63.0,85.8,51.5,59.8,38.6,67.6,43.7,98.3,0.8,70.0,73.1,43.8,13.6,30.3,30.0,17.9,60.4,65.7,18.1,11.7,7.9,TN,Total,Southern Zone
1013,Perambalur,667.0,740.0,99.0,69.3,1111.0,878.0,29.9,58.0,73.1,84.6,45.3,14.7,38.5,64.4,77.5,73.4,60.5,47.1,61.8,21.0,100.0,0.0,66.5,65.9,34.0,39.8,45.6,24.3,18.5,57.1,59.2,34.0,26.8,18.3,TN,Rural,Southern Zone
1014,Perambalur,821.0,912.0,140.0,72.5,1131.0,906.0,37.2,63.8,76.4,87.1,48.6,13.9,39.1,67.3,77.7,71.0,57.3,43.9,64.4,21.2,100.0,0.0,70.4,68.3,33.7,39.5,45.2,24.0,17.1,56.4,59.3,33.8,25.8,17.2,TN,Total,Southern Zone
1015,Ariyalur,728.0,709.0,107.0,68.5,1056.0,844.0,26.2,44.4,68.0,89.7,41.6,12.9,33.9,47.2,77.9,50.3,52.9,23.6,57.7,37.5,98.9,1.1,55.0,78.8,45.8,19.8,31.6,37.4,17.4,46.5,58.6,26.8,19.1,36.8,TN,Rural,Southern Zone
1016,Ariyalur,814.0,806.0,133.0,69.1,1048.0,847.0,28.1,44.7,69.0,88.9,42.7,12.8,35.7,46.7,79.1,51.5,52.3,25.3,54.7,36.8,98.5,1.0,60.6,77.7,45.2,18.5,32.0,37.0,16.9,47.1,56.8,25.8,17.2,33.7,TN,Total,Southern Zone
1019,Cuddalore,816.0,961.0,165.0,76.6,1026.0,766.0,38.6,52.8,78.1,93.0,46.5,14.3,55.1,60.7,85.5,79.0,63.9,50.1,83.8,39.2,98.2,0.9,64.2,59.5,54.0,19.7,25.0,28.2,19.3,53.2,59.8,19.3,15.3,12.3,TN,Total,Southern Zone
1020,Nagapattinam,625.0,735.0,116.0,75.7,1077.0,989.0,32.4,48.3,77.1,87.9,42.3,7.3,57.0,55.9,69.4,71.4,54.2,29.8,84.4,35.7,100.0,0.0,42.0,65.9,52.0,10.6,21.2,27.2,26.4,43.8,53.1,25.4,19.9,7.3,TN,Rural,Southern Zone
1021,Nagapattinam,818.0,935.0,137.0,78.2,1071.0,884.0,43.1,58.2,80.5,89.4,46.7,6.3,56.4,59.5,68.3,68.1,53.4,30.7,82.7,35.2,100.0,0.0,39.0,64.4,55.8,16.7,25.2,24.5,22.7,42.3,51.6,26.9,19.1,7.7,TN,Total,Southern Zone
1022,Thiruvarur,648.0,699.0,99.0,78.6,1063.0,989.0,38.6,33.5,81.4,91.0,47.6,8.3,56.8,66.8,84.1,84.2,74.5,62.5,92.6,31.4,99.6,0.0,73.1,73.6,55.7,29.6,38.5,29.0,20.9,53.5,58.3,27.2,21.2,9.6,TN,Rural,Southern Zone
1023,Thiruvarur,814.0,887.0,132.0,80.8,1072.0,922.0,45.2,44.2,82.9,92.6,48.8,7.2,54.5,68.2,83.4,79.7,70.3,54.2,91.5,32.8,99.6,0.0,72.0,70.3,54.8,29.1,36.0,28.4,19.8,52.6,58.5,25.7,20.4,12.8,TN,Total,Southern Zone
1025,Thanjavur,397.0,442.0,70.0,73.9,1041.0,830.0,33.1,33.0,78.2,84.4,45.9,12.7,47.9,76.5,91.3,65.8,72.5,53.6,63.9,31.3,98.8,0.4,70.7,73.2,50.9,27.6,30.7,26.4,18.0,52.0,60.1,24.3,11.0,5.3,TN,Rural,Southern Zone
1026,Thanjavur,799.0,868.0,144.0,77.2,1059.0,833.0,46.9,47.3,80.1,86.8,48.0,11.8,47.1,73.9,90.2,65.8,64.6,46.3,64.4,30.7,98.4,1.1,74.6,70.3,53.4,24.0,32.3,26.0,15.7,54.4,58.2,23.8,11.4,5.9,TN,Total,Southern Zone
1027,Pudukkottai,664.0,726.0,92.0,69.6,1099.0,951.0,25.0,27.7,75.2,88.0,43.9,11.3,33.7,55.9,74.1,71.4,56.8,39.7,61.1,24.9,99.6,0.0,48.6,65.8,39.9,20.7,33.9,28.0,26.0,48.0,54.0,32.6,19.2,14.5,TN,Rural,Southern Zone
1028,Pudukkottai,813.0,912.0,126.0,72.5,1087.0,999.0,35.2,38.9,78.6,89.0,48.7,12.1,38.7,58.4,76.9,75.4,60.2,45.0,66.3,23.3,99.7,0.0,54.3,68.5,38.2,24.9,37.1,26.7,23.5,44.9,54.7,31.8,20.1,17.1,TN,Total,Southern Zone
1031,Sivaganga,823.0,876.0,114.0,76.9,1197.0,1097.0,47.6,55.7,82.3,91.3,50.2,12.8,43.3,66.1,86.2,62.5,69.5,51.3,83.7,30.1,99.5,0.0,69.9,60.3,40.0,18.4,37.7,20.9,20.1,51.4,54.0,23.4,16.4,9.8,TN,Total,Southern Zone
1034,Madurai,786.0,796.0,131.0,80.9,1007.0,726.0,54.4,75.8,81.2,92.4,48.9,19.5,43.2,55.9,69.5,63.5,65.4,32.8,74.7,31.3,98.3,1.2,61.0,60.9,51.5,33.0,33.3,21.2,14.9,54.7,52.5,29.3,18.3,12.6,TN,Total,Southern Zone
1037,Theni,808.0,792.0,126.0,70.6,1013.0,1206.0,47.0,73.3,75.4,86.3,43.5,26.7,38.5,43.7,75.9,40.3,55.5,19.3,54.8,33.2,96.6,3.4,56.8,82.0,60.1,12.4,24.4,27.4,13.6,50.0,49.9,27.4,16.1,29.3,TN,Total,Southern Zone
1040,Virudhunagar,793.0,738.0,110.0,71.4,1079.0,948.0,36.5,73.3,71.3,89.9,39.8,17.6,23.0,40.2,65.9,46.9,36.6,13.7,54.8,38.0,96.0,4.0,54.4,80.2,48.8,26.5,29.0,29.9,14.6,51.6,55.9,23.9,18.2,25.2,TN,Total,Southern Zone
1042,Ramanathapuram,383.0,393.0,42.0,71.2,1125.0,768.0,34.6,42.5,74.1,89.5,36.9,17.4,28.0,43.3,65.5,70.2,53.6,33.6,64.8,29.0,98.6,1.4,54.0,55.5,47.5,30.0,42.9,24.6,22.9,53.3,50.6,27.9,15.5,10.8,TN,Rural,Southern Zone
1043,Ramanathapuram,735.0,777.0,99.0,74.7,1101.0,732.0,45.4,55.0,77.4,88.0,43.2,13.0,25.8,47.9,65.9,67.4,53.5,30.9,62.7,26.9,98.8,1.2,59.0,55.0,42.9,28.8,41.3,22.5,19.2,49.5,50.3,27.1,15.2,11.8,TN,Total,Southern Zone
1046,Thoothukkudi,799.0,761.0,125.0,79.8,1135.0,1087.0,50.4,68.2,79.9,84.6,46.8,11.4,29.7,49.3,64.8,61.7,51.6,29.0,70.5,28.5,99.1,0.9,47.7,63.1,53.7,23.3,31.7,21.2,17.9,56.3,59.0,21.5,14.7,7.9,TN,Total,Southern Zone
1048,Tirunelveli,386.0,350.0,48.0,69.5,1102.0,1061.0,37.0,64.4,72.1,91.2,37.2,7.8,34.3,43.5,73.8,55.1,43.3,24.7,57.0,31.3,100.0,0.0,51.7,63.1,55.8,9.45931764705881,33.5,31.8,19.2,61.4,63.4,29.2,15.2,11.1,TN,Rural,Southern Zone
1049,Tirunelveli,773.0,709.0,110.0,74.6,1124.0,1050.0,45.8,72.3,77.7,96.0,40.0,6.0,35.3,41.6,71.4,55.9,45.0,26.4,58.0,27.9,99.0,0.5,49.8,64.1,53.8,10.9,28.5,30.8,18.9,61.9,59.5,24.2,13.1,11.3,TN,Total,Southern Zone
1050,Kanniyakumari,662.0,682.0,99.0,91.8,1099.0,1046.0,86.1,60.9,95.2,91.4,75.3,4.2,43.1,51.3,81.3,61.2,68.7,39.5,74.4,18.2,99.1,0.9,55.0,63.1,42.5,34.5,42.2,15.8,12.5,38.4,45.1,17.7,13.8,12.7,TN,Urban,Southern Zone
1051,Kanniyakumari,813.0,836.0,135.0,92.2,1110.0,1129.0,85.6,59.7,95.4,92.4,73.9,5.5,43.8,52.4,81.5,62.0,70.2,40.0,76.1,18.0,99.3,0.7,55.1,62.5,40.7,30.8,37.7,17.2,12.3,37.5,44.6,19.6,15.0,14.2,TN,Total,Southern Zone
1052,Dharmapuri,673.0,760.0,137.0,66.7,998.0,916.0,29.1,66.9,70.8,85.1,42.5,28.7,53.9,56.1,87.5,59.9,51.9,34.8,63.2,44.8,98.7,1.3,48.8,84.9,40.8,9.9,21.9,22.2,16.8,58.4,61.7,24.2,21.4,32.5,TN,Rural,Southern Zone
1053,Dharmapuri,825.0,965.0,172.0,69.9,1018.0,951.0,37.7,71.8,74.5,84.7,47.6,27.9,54.3,57.5,86.3,60.4,50.8,34.3,67.8,47.7,98.6,1.1,51.6,81.3,43.0,11.4,21.8,24.2,15.7,57.9,59.1,25.5,22.2,34.9,TN,Total,Southern Zone
1054,Krishnagiri,633.0,847.0,149.0,68.1,1010.0,834.0,29.9,50.5,66.5,81.1,44.2,23.9,63.3,76.6,86.8,85.8,81.1,66.8,80.3,39.4,94.4,0.5,89.7,66.1,60.4,14.3,26.8,29.6,20.4,50.8,47.4,18.1,13.9,7.1,TN,Rural,Southern Zone
1055,Krishnagiri,830.0,1120.0,200.0,72.6,1009.0,742.0,43.8,62.4,71.8,84.7,50.8,22.5,60.4,71.6,86.6,82.4,81.2,65.5,80.1,39.5,95.4,0.6,81.6,65.6,64.2,10.9,23.6,25.1,18.1,52.1,47.4,18.7,14.7,8.8,TN,Total,Southern Zone
1056,Coimbatore,637.0,746.0,141.0,81.9,980.0,753.0,63.7,90.3,83.2,94.0,55.5,17.5,65.4,72.9,86.0,83.1,73.0,59.9,87.9,53.3,99.5,0.0,83.8,57.6,53.4,17.0,30.8,25.4,11.4,40.6,53.1,16.7,10.1,6.2,TN,Urban,Southern Zone
1057,Coimbatore,834.0,1009.0,183.0,78.8,994.0,798.0,57.6,85.1,80.5,92.9,51.6,19.9,64.8,77.3,88.5,85.4,75.3,64.0,89.4,50.0,99.6,0.0,80.7,61.7,59.9,18.8,36.1,27.3,13.8,43.3,54.3,16.5,10.9,7.0,TN,Total,Southern Zone
1058,Tiruppur,416.0,447.0,86.0,79.1,979.0,1065.0,57.5,94.0,80.5,85.9,47.4,16.1,61.4,83.9,90.9,84.6,69.6,58.6,84.5,51.1,100.0,0.0,90.0,88.9,61.6,19.5,41.8,29.7,10.5,50.8,59.4,16.7,7.2,9.0,TN,Urban,Southern Zone
1059,Tiruppur,417.0,436.0,84.0,68.4,1000.0,1070.0,40.8,84.2,69.7,92.3,39.0,13.0,65.8,86.1,86.1,72.5,64.5,46.8,68.3,38.4,100.0,0.0,100.0,91.5,52.3,9.45931764705881,20.4,28.6,14.4,53.8,57.2,17.7,10.5,13.4,TN,Rural,Southern Zone
1060,Tiruppur,833.0,883.0,170.0,75.2,986.0,1066.0,51.6,90.5,76.7,88.3,44.4,15.1,63.0,84.6,89.5,80.9,68.1,55.0,79.5,47.2,100.0,0.0,93.2,89.7,58.7,19.5,35.2,29.4,11.9,51.7,58.6,17.0,8.3,10.6,TN,Total,Southern Zone
1061,Sheopur,793.0,903.0,122.0,50.8,927.0,932.0,11.2,7.6,37.7,79.7,9.0,33.9,53.0,32.2,16.0,92.8,20.9,5.7,24.1,8.5,75.2,1.1,45.7,57.9,43.2,0.0,0.9,50.1,43.9,78.0,61.8,15.4,3.8,4.1,MP,Rural,Central Zone
1062,Sheopur,947.0,1098.0,160.0,52.1,945.0,923.0,15.4,13.8,40.5,75.1,11.8,29.6,52.3,36.7,18.7,93.6,21.7,7.2,27.3,11.0,77.2,1.1,48.7,58.1,44.0,0.4,1.1,52.1,43.9,77.5,61.6,17.3,4.0,4.2,MP,Total,Central Zone
1063,Morena,702.0,816.0,122.0,57.4,885.0,1016.0,21.8,8.8,53.9,83.8,16.1,28.6,57.2,73.0,36.0,98.2,15.4,4.0,66.0,22.4,91.9,0.5,61.4,55.8,35.6,4.2,3.9,50.5,30.1,65.6,57.4,43.8,19.2,16.2,MP,Rural,Central Zone
1064,Morena,943.0,1125.0,182.0,61.5,895.0,1093.0,36.9,23.5,58.0,83.8,21.4,27.0,52.6,69.0,41.2,98.0,18.2,7.4,67.2,19.0,93.5,0.7,60.6,54.8,38.5,4.4,4.0,47.7,27.5,67.3,56.0,44.7,18.1,15.3,MP,Total,Central Zone
1065,Bhind,704.0,750.0,109.0,60.3,839.0,843.0,21.2,7.2,55.5,81.1,21.9,34.3,55.7,53.7,26.3,91.7,21.7,5.6,41.2,13.0,81.4,3.1,52.4,58.3,40.8,2.3,3.0,50.3,32.1,74.2,64.4,21.9,3.4,3.2,MP,Rural,Central Zone
1066,Bhind,946.0,1049.0,163.0,62.7,855.0,821.0,30.6,18.3,58.2,83.6,25.0,31.7,53.6,55.3,28.0,92.0,23.3,7.5,45.7,13.1,85.6,2.0,51.0,56.8,44.1,2.6,2.8,47.6,29.6,71.8,66.0,23.5,3.2,3.5,MP,Total,Central Zone
1067,Gwalior,936.0,1193.0,176.0,75.9,902.0,833.0,69.2,79.4,76.2,85.5,42.8,10.3,48.2,56.5,43.0,94.7,36.1,17.1,76.4,20.0,93.8,2.2,51.4,62.2,25.8,3.3,2.4,42.1,21.0,69.5,56.1,37.0,11.1,15.7,MP,Urban,Central Zone
1068,Gwalior,950.0,1132.0,183.0,54.6,860.0,899.0,30.1,12.9,47.5,75.9,10.8,37.4,44.0,48.9,24.8,93.0,28.3,10.3,55.5,17.8,79.3,3.0,54.4,63.0,28.9,1.9,1.5,44.1,24.8,67.1,60.1,43.1,16.4,18.3,MP,Rural,Central Zone
1069,Gwalior,1886.0,2325.0,359.0,68.8,887.0,858.0,56.2,57.3,67.1,82.0,32.6,19.4,46.7,53.8,36.4,94.1,33.3,14.6,68.9,19.2,88.0,2.5,52.5,62.5,26.9,2.7,2.1,42.8,22.2,68.6,57.4,38.9,12.8,16.5,MP,Total,Central Zone
1070,Datia,728.0,843.0,124.0,56.7,894.0,830.0,23.4,5.0,50.8,75.5,11.2,44.3,57.4,45.1,24.4,90.7,14.3,3.1,55.6,9.2,82.6,1.0,48.2,42.3,33.5,4.9,4.3,51.3,35.0,72.0,61.2,43.2,7.2,8.6,MP,Rural,Central Zone
1071,Datia,951.0,1121.0,170.0,62.1,893.0,819.0,33.5,21.7,58.8,79.0,21.6,37.1,57.7,49.6,29.5,91.6,16.3,5.1,58.7,10.3,84.5,0.9,53.2,43.5,32.0,4.4,3.9,48.9,32.3,73.2,60.3,40.6,6.8,9.0,MP,Total,Central Zone
